X,Y
2014.5,622.5
1810.5,522.5
1542.5,402.5
1210.5,278.5
854.5,162.5
1994.5,670.5
1846.5,890.5
1718.5,1098.5
1618.5,1278.5
1518.5,1438.5
1510.5,1466.5
1306.5,1466.5
1090.5,1442.5
854.5,1434.5
594.5,1422.5
2042.5,654.5
2198.5,782.5
2394.5,970.5
2626.5,1214.5
2890.5,1510.5
2970.5,1598.5
2838.5,1594.5
2594.5,1606.5
2046.5,1610.5
634.5,1622.5
2898.5,1658.5
2602.5,1926.5
2350.5,2130.5
2142.5,2294.5
1978.5,2410.5
