X,Y
2187.5,2947.5
1593.5,2539.5
1281.5,2329.5
1773.5,3253.5
903.5,3889.5
537.5,3361.5
159.5,2821.5
663.5,2587.5
2349.5,1861.5
2613.5,253.500000000001
1935.5,277.500000000001
1275.5,1465.5
1263.5,295.500000000001
