X,Y
2030.5,986.5
1742.5,1462.5
1522.5,1854.5
2578.5,1290.5
3350.5,1794.5
2806.5,2466.5
2350.5,2886.5
1862.5,2298.5
1578.5,686.5
842.5,266.5
486.5,1114.5
1026.5,1830.5
350.5,1762.5
