X,Y
2151.5,2599.5
1353.5,2599.5
843.5,2599.5
2241.5,2965.5
2427.5,3859.5
1587.5,3853.5
399.5,3817.5
627.5,3181.5
2205.5,1591.5
2295.5,199.500000000001
1569.5,247.500000000001
699.5,1639.5
519.5,283.500000000001
